idPoint;Latitude;Longitude;Altitude;Date;ifm;ifm-max;iep-max;nsv2;is;code_INSEE
3504;43.2825;2.77996;98;20070227;5.0;5.5;2.0;1.0;201.5;34190
3504;43.2825;2.77996;98;20070228;5.6;5.6;2.0;1.0;202.8;34190
3504;43.2825;2.77996;98;20070301;0.3;0.3;1.0;1.0;204.2;34190
3504;43.2825;2.77996;98;20070302;0.2;0.3;1.0;1.0;206.0;34190
3504;43.2825;2.77996;98;20070303;0.5;0.5;1.0;1.0;208.1;34190
3504;43.2825;2.77996;98;20070304;1.8;2.5;1.0;1.0;210.1;34190
3504;43.2825;2.77996;98;20070305;4.7;6.1;2.0;1.0;212.1;34190
3504;43.2825;2.77996;98;20070306;0.0;0.1;1.0;1.0;196.8;34190
3504;43.2825;2.77996;98;20070307;0.0;0.0;1.0;1.0;141.9;34190
3504;43.2825;2.77996;98;20070308;0.0;0.0;1.0;1.0;9.0;34190
3504;43.2825;2.77996;98;20070309;0.0;0.0;1.0;1.0;11.4;34190
3504;43.2825;2.77996;98;20070310;0.0;0.0;1.0;1.0;2.0;34190
3504;43.2825;2.77996;98;20070311;0.0;0.0;1.0;1.0;1.6;34190
3504;43.2825;2.77996;98;20070312;0.4;0.4;1.0;1.0;3.2;34190
3504;43.2825;2.77996;98;20070313;0.3;0.3;1.0;1.0;4.9;34190
3504;43.2825;2.77996;98;20070314;0.0;0.0;1.0;1.0;1.3;34190
3504;43.2825;2.77996;98;20070315;0.0;0.0;1.0;1.0;1.7;34190
3504;43.2825;2.77996;98;20070316;0.6;0.6;1.0;1.0;4.4;34190
3504;43.2825;2.77996;98;20070317;0.9;0.9;1.0;1.0;5.9;34190
3504;43.2825;2.77996;98;20070318;0.8;2.0;2.0;1.0;7.6;34190
3504;43.2825;2.77996;98;20070319;2.0;2.3;2.0;1.0;10.4;34190
3504;43.2825;2.77996;98;20070320;2.7;2.7;2.0;1.0;12.7;34190
3504;43.2825;2.77996;98;20070321;2.8;3.4;2.0;1.0;14.5;34190
3504;43.2825;2.77996;98;20070322;1.5;2.0;1.0;1.0;16.0;34190
3504;43.2825;2.77996;98;20070323;0.0;0.0;1.0;1.0;1.8;34190
3504;43.2825;2.77996;98;20070324;0.0;0.0;1.0;1.0;2.0;34190
3504;43.2825;2.77996;98;20070325;0.3;0.3;1.0;1.0;4.3;34190
3504;43.2825;2.77996;98;20070326;0.4;0.4;1.0;1.0;6.9;34190
3504;43.2825;2.77996;98;20070327;0.6;0.7;1.0;1.0;9.2;34190
3504;43.2825;2.77996;98;20070328;0.8;1.8;1.0;1.0;11.4;34190
3504;43.2825;2.77996;98;20070329;0.0;0.0;1.0;1.0;1.9;34190
3504;43.2825;2.77996;98;20070330;0.0;0.0;1.0;1.0;4.2;34190
3504;43.2825;2.77996;98;20070331;0.0;0.0;1.0;1.0;3.0;34190
3504;43.2825;2.77996;98;20070401;0.0;0.0;1.0;1.0;3.5;34190
3504;43.2825;2.77996;98;20070402;0.1;0.2;1.0;1.0;7.5;34190
