LAMBX,LAMBY,DATE,PRENEI_Q,PRELIQ_Q,T_Q,FF_Q,Q_Q,DLI_Q,SSI_Q,HU_Q,EVAP_Q,ETP_Q,PE_Q,SWI_Q,DRAINC_Q,RUNC_Q,RESR_NEIGE_Q,RESR_NEIGE6_Q,HTEURNEIGE_Q,HTEURNEIGE6_Q,HTEURNEIGEX_Q,SNOW_FRAC_Q,ECOULEMENT_Q,WG_RACINE_Q,WGI_RACINE_Q,TINF_H_Q,TSUP_H_Q,LAMBX (hm),LAMBY (hm)
6280,18170,20200202,0.0,0.0,15.3,1.9,8.231,2885.2,540.4,73.9,0.5,1.4,-0.5,0.857,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.310,0.000,12.0,19.7,6280,18170
6280,18170,20200203,0.0,0.2,15.7,3.6,6.225,2637.1,1257.9,54.7,2.5,3.6,-2.3,0.845,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.309,0.000,13.3,20.4,6280,18170
6280,18170,20200204,0.0,0.1,9.8,7.2,4.925,2410.2,1243.2,62.2,2.2,2.8,-2.1,0.833,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.307,0.000,7.9,12.1,6280,18170
6280,18170,20200205,0.0,0.1,7.0,3.3,3.773,2245.0,1299.2,60.0,1.7,2.4,-1.6,0.823,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.305,0.000,4.4,11.8,6280,18170
6280,18170,20200206,0.0,0.0,6.4,3.3,4.429,2349.5,1278.3,70.3,1.2,1.5,-1.2,0.814,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.303,0.000,0.7,10.4,6280,18170
6280,18170,20200207,0.0,0.0,9.1,3.6,6.041,2602.0,1143.8,82.0,1.0,1.5,-1.0,0.806,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.302,0.000,7.6,10.7,6280,18170
6280,18170,20200208,0.0,3.1,9.4,2.6,6.687,2742.1,1006.5,88.8,0.8,1.3,2.3,0.802,0.6,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.301,0.000,8.3,11.2,6280,18170
6280,18170,20200209,0.0,0.6,9.5,1.8,7.244,2905.7,682.8,95.5,0.7,0.7,-0.1,0.805,0.6,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.301,0.000,8.7,10.0,6280,18170
6280,18170,20200210,0.0,0.4,12.2,5.2,7.327,2758.4,1064.9,80.8,1.8,1.9,-1.4,0.799,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.301,0.000,8.6,16.2,6280,18170
6280,18170,20200211,0.0,0.7,11.1,7.4,5.988,2624.9,1075.2,70.8,1.9,2.8,-1.2,0.790,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.299,0.000,10.3,13.5,6280,18170
6280,18170,20200212,0.0,0.0,7.8,2.8,4.512,2389.4,1292.1,67.6,1.6,2.2,-1.6,0.782,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.298,0.000,5.0,13.0,6280,18170
6280,18170,20200213,0.0,0.0,8.9,2.6,5.235,2543.2,810.6,70.8,0.8,1.2,-0.8,0.776,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.297,0.000,4.4,12.3,6280,18170
6280,18170,20200214,0.0,0.0,10.4,4.8,4.799,2380.2,1439.9,60.0,1.9,3.3,-1.9,0.767,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.296,0.000,9.2,14.3,6280,18170
6280,18170,20200215,0.0,0.4,9.3,2.4,5.332,2606.6,1314.3,72.1,1.6,2.3,-1.2,0.758,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.294,0.000,5.7,14.9,6280,18170
6280,18170,20200216,0.0,1.9,10.1,5.0,7.765,3263.7,418.6,97.6,0.4,0.6,1.5,0.755,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.293,0.000,8.8,10.9,6280,18170
6280,18170,20200217,0.0,0.4,10.2,4.4,7.079,2778.8,877.3,88.2,1.0,1.2,-0.6,0.757,0.5,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.293,0.000,9.0,12.5,6280,18170
6280,18170,20200218,0.0,0.1,7.9,4.4,4.519,2249.9,1481.7,66.8,1.7,2.4,-1.6,0.749,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.293,0.000,5.6,11.5,6280,18170
6280,18170,20200219,0.0,0.1,8.1,4.3,5.048,2504.4,1196.0,73.6,1.3,2.1,-1.2,0.743,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.292,0.000,6.2,11.6,6280,18170
6280,18170,20200220,0.0,0.0,8.8,1.4,4.751,2435.3,1491.9,66.8,1.6,2.2,-1.6,0.735,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,3.8,15.0,6280,18170
6280,18170,20200221,0.0,0.0,9.3,2.9,5.210,2550.2,1304.9,69.6,1.4,2.2,-1.4,0.728,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,5.9,13.9,6280,18170
6280,18170,20200222,0.0,0.0,9.5,1.7,4.442,2453.8,1594.7,59.3,1.8,2.6,-1.8,0.720,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.000,4.0,15.3,6280,18170
6280,18170,20200223,0.0,0.0,12.4,2.4,4.666,2539.6,1617.1,50.3,2.1,3.5,-2.1,0.711,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,7.2,19.2,6280,18170
6280,18170,20200224,0.0,0.0,13.0,2.6,5.235,2523.1,1632.9,55.3,2.1,3.2,-2.1,0.701,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.285,0.000,6.3,19.4,6280,18170
6280,18170,20200225,0.0,3.1,9.9,7.7,5.720,2622.5,1189.7,73.4,2.5,2.1,0.6,0.695,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.284,0.000,7.1,11.5,6280,18170
6280,18170,20200226,0.0,4.7,6.2,6.4,5.131,2563.6,1139.4,84.6,1.2,1.3,3.5,0.698,0.5,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.284,0.000,5.7,6.7,6280,18170
6280,18170,20200227,0.0,5.7,8.0,6.5,5.821,2748.2,562.2,84.4,1.2,0.9,4.5,0.721,0.5,0.9,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.285,0.000,3.8,11.0,6280,18170
6280,18170,20200228,0.0,0.7,9.5,1.7,6.359,2744.2,968.9,82.9,1.2,1.4,-0.5,0.719,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,4.9,14.7,6280,18170
6280,18170,20200229,0.0,0.1,11.2,4.8,6.882,2732.2,877.2,80.9,1.1,1.7,-1.0,0.715,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,8.8,14.9,6280,18170
6280,18170,20200301,0.0,1.0,9.9,1.9,5.439,2547.2,1172.4,70.2,1.5,1.9,-0.5,0.710,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.286,0.000,7.0,14.3,6280,18170
6280,18170,20200302,0.0,9.2,6.9,6.9,5.506,2873.9,507.8,86.0,2.8,1.0,6.4,0.724,0.5,0.7,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.285,0.000,5.1,8.8,6280,18170
6280,18170,20200303,0.1,14.0,4.6,3.0,4.647,2767.4,471.3,85.7,1.5,0.8,12.6,0.750,0.5,1.3,0.0,0.0,0.000,0.000,0.000,0.0,0.1,0.289,0.000,2.1,7.0,6280,18170
6280,18170,20200304,0.0,0.9,8.5,2.8,6.312,2820.5,633.5,86.8,0.5,0.6,0.4,0.768,0.5,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.295,0.000,2.6,11.5,6280,18170
6280,18170,20200305,0.0,3.4,9.9,4.7,6.854,2800.2,666.6,86.7,1.3,1.2,2.1,0.775,0.5,0.4,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.295,0.000,8.6,13.4,6280,18170
6280,18170,20200306,0.0,5.4,5.9,5.8,4.781,2493.3,702.8,80.4,1.4,1.2,4.0,0.785,0.5,0.6,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.296,0.000,4.4,8.0,6280,18170
6280,18170,20200307,0.0,0.1,7.0,5.9,4.235,2247.3,1784.2,66.4,2.0,2.5,-1.9,0.779,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.298,0.000,4.5,9.2,6280,18170
6280,18170,20200308,0.0,1.2,11.2,3.9,5.111,2390.6,1746.0,60.9,2.7,3.3,-1.5,0.770,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.296,0.000,7.4,16.5,6280,18170
6280,18170,20200309,0.0,0.8,8.5,6.3,5.067,2463.6,1483.2,71.5,1.8,2.3,-1.0,0.764,0.5,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.295,0.000,7.2,9.5,6280,18170
6280,18170,20200310,0.0,0.0,9.6,4.5,5.697,2654.4,1141.8,74.5,1.4,1.9,-1.4,0.759,0.5,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.294,0.000,7.1,11.3,6280,18170
6280,18170,20200311,0.0,0.0,12.9,2.7,6.740,2784.9,1839.7,71.0,2.5,3.4,-2.5,0.749,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.293,0.000,9.3,18.2,6280,18170
6280,18170,20200312,0.0,0.4,13.5,2.8,7.056,2620.4,1181.3,71.6,1.5,2.1,-1.1,0.741,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.291,0.000,10.1,18.1,6280,18170
6280,18170,20200313,0.0,0.0,12.0,4.5,4.805,2399.9,1838.5,53.8,2.8,4.1,-2.8,0.731,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,10.3,16.3,6280,18170
6280,18170,20200314,0.0,0.0,9.7,3.8,4.145,2285.3,2061.6,54.7,2.5,3.8,-2.5,0.720,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.000,7.2,14.3,6280,18170
6280,18170,20200315,0.0,2.2,8.7,4.0,5.656,2604.2,1757.7,77.3,1.6,2.2,0.6,0.713,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,6.2,10.1,6280,18170
6280,18170,20200316,0.0,3.8,9.5,5.0,6.969,2980.9,590.9,91.9,1.6,0.7,2.2,0.721,0.5,0.3,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,8.3,10.0,6280,18170
6280,18170,20200317,0.0,0.0,10.2,2.1,5.797,2626.5,1169.0,73.2,1.3,1.9,-1.3,0.718,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,8.4,13.3,6280,18170
6280,18170,20200318,0.0,0.1,11.9,1.5,6.152,2648.2,1914.8,69.9,2.4,3.2,-2.3,0.709,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,7.0,19.5,6280,18170
6280,18170,20200319,0.0,0.0,11.3,2.4,5.418,2477.7,2004.1,65.1,2.5,3.5,-2.5,0.698,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.285,0.000,7.5,18.2,6280,18170
6280,18170,20200320,0.0,0.0,10.2,2.9,5.390,2348.2,2086.0,69.0,2.1,3.2,-2.1,0.688,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.283,0.000,6.1,16.3,6280,18170
6280,18170,20200321,0.0,0.0,10.9,2.5,6.453,2596.5,1602.0,78.3,1.5,2.3,-1.5,0.681,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.282,0.000,7.5,15.3,6280,18170
6280,18170,20200322,0.0,0.0,11.2,2.4,6.436,2602.4,1636.1,76.7,1.6,2.4,-1.6,0.674,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.281,0.000,7.6,15.5,6280,18170
6280,18170,20200323,0.0,0.1,10.3,2.9,6.606,2729.3,817.8,82.9,0.7,1.4,-0.6,0.669,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.279,0.000,8.9,13.0,6280,18170
6280,18170,20200324,0.0,0.7,7.3,1.8,5.902,2720.5,1444.1,89.8,1.3,1.6,-0.6,0.666,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.279,0.000,6.8,8.6,6280,18170
6280,18170,20200325,0.5,14.3,5.9,2.6,4.526,2496.9,1887.8,76.6,1.9,2.3,12.9,0.669,0.4,0.3,0.0,0.0,0.000,0.000,0.000,0.0,0.5,0.278,0.000,3.0,9.4,6280,18170
6280,18170,20200326,0.2,5.8,3.7,2.8,4.575,2659.0,429.8,89.9,0.7,0.4,5.3,0.721,0.4,1.5,0.0,0.1,0.000,0.001,0.001,0.0,0.4,0.285,0.000,1.0,5.5,6280,18170
6280,18170,20200327,0.0,0.1,9.5,3.4,4.314,2387.2,937.8,58.1,1.2,2.3,-1.1,0.719,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.000,5.3,14.8,6280,18170
6280,18170,20200328,0.0,0.0,12.4,3.2,4.234,2479.6,1144.6,47.2,1.6,3.2,-1.6,0.713,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,6.7,18.4,6280,18170
6280,18170,20200329,0.0,0.4,10.9,6.4,4.997,2564.1,1578.9,60.0,2.7,3.7,-2.3,0.703,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.286,0.000,9.0,13.9,6280,18170
6280,18170,20200330,0.0,0.1,5.1,3.6,4.241,2461.4,975.1,75.8,1.1,1.4,-1.0,0.697,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.284,0.000,3.2,6.8,6280,18170
6280,18170,20200331,0.0,2.2,8.6,3.3,5.371,2683.1,1017.2,75.6,1.6,1.7,0.6,0.693,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.283,0.000,2.1,14.2,6280,18170
6280,18170,20200401,0.0,1.3,7.7,3.1,5.862,2781.0,1381.2,86.9,1.5,1.6,-0.2,0.693,0.4,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.283,0.000,7.2,8.2,6280,18170
6280,18170,20200402,0.0,0.0,9.8,2.7,5.389,2580.9,1752.7,70.1,2.0,2.6,-2.0,0.689,0.4,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.283,0.000,6.8,12.0,6280,18170
6280,18170,20200403,0.0,0.0,10.5,3.7,4.375,2262.1,2410.6,55.7,3.0,4.0,-3.0,0.678,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.282,0.000,6.4,15.1,6280,18170
6280,18170,20200404,0.0,0.0,10.6,2.5,4.583,2288.1,2510.1,57.1,2.7,3.9,-2.7,0.667,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.280,0.000,5.6,17.0,6280,18170
6280,18170,20200405,0.0,0.0,11.4,4.4,5.260,2360.1,2440.5,62.7,2.7,4.3,-2.7,0.656,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.278,0.000,8.2,16.7,6280,18170
6280,18170,20200406,0.0,0.0,11.6,3.3,4.867,2398.0,2269.0,57.7,2.5,4.0,-2.5,0.645,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.276,0.000,7.5,17.0,6280,18170
6280,18170,20200407,0.0,0.0,12.5,3.5,4.962,2471.9,1765.3,54.1,2.1,3.9,-2.1,0.636,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.275,0.000,9.2,18.2,6280,18170
6280,18170,20200408,0.0,0.0,13.1,3.1,4.647,2554.0,1286.8,49.1,1.8,3.5,-1.8,0.628,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.273,0.000,9.8,17.7,6280,18170
6280,18170,20200409,0.0,0.0,13.4,2.4,4.595,2457.6,2471.6,47.8,2.9,4.9,-2.9,0.618,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.272,0.000,8.6,20.0,6280,18170
6280,18170,20200410,0.0,0.0,12.7,3.0,4.766,2453.1,2623.9,50.5,2.8,4.9,-2.8,0.606,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.270,0.000,6.3,20.2,6280,18170
6280,18170,20200411,0.0,0.0,13.0,2.6,7.078,2648.9,2053.1,74.2,1.7,3.3,-1.7,0.598,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.268,0.000,9.7,17.9,6280,18170
6280,18170,20200412,0.0,0.0,13.3,4.2,7.267,2580.9,1418.7,75.3,1.3,2.5,-1.3,0.592,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.267,0.000,10.9,16.9,6280,18170
6280,18170,20200413,0.0,14.7,10.5,3.3,7.550,2964.4,735.3,92.9,1.0,0.9,13.7,0.611,0.4,1.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.266,0.000,9.4,11.3,6280,18170
6280,18170,20200414,0.0,0.0,14.6,3.0,7.156,2596.8,2488.8,68.7,3.8,4.1,-3.8,0.626,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.274,0.000,9.4,20.4,6280,18170
6280,18170,20200415,0.0,0.2,11.8,4.3,6.642,2690.0,1993.6,74.2,2.0,3.2,-1.8,0.616,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.271,0.000,9.8,14.1,6280,18170
6280,18170,20200416,0.0,1.8,13.3,4.7,7.367,2799.1,2116.6,76.4,2.5,3.8,-0.7,0.608,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.270,0.000,11.6,16.6,6280,18170
6280,18170,20200417,0.0,4.3,12.2,3.7,8.912,3315.8,1006.5,97.6,2.1,1.5,2.2,0.615,0.4,0.3,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.269,0.000,11.6,12.9,6280,18170
6280,18170,20200418,0.0,1.5,13.6,2.1,9.438,2987.1,603.5,94.2,0.4,0.6,1.1,0.616,0.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.271,0.000,12.7,15.0,6280,18170
6280,18170,20200419,0.0,7.6,12.5,2.7,9.030,3282.1,407.2,97.4,1.0,0.7,6.6,0.630,0.4,0.5,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.271,0.000,11.5,13.0,6280,18170
6280,18170,20200420,0.0,30.6,13.6,0.7,9.735,3343.2,351.9,97.5,0.9,0.7,29.7,0.687,0.4,2.3,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.274,0.000,12.4,14.9,6280,18170
6280,18170,20200421,0.0,39.3,12.5,1.1,9.011,3317.4,425.0,96.8,1.4,0.9,37.9,0.797,0.5,5.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,12.3,13.2,6280,18170
6280,18170,20200422,0.0,3.0,12.9,2.9,8.949,3254.6,510.7,93.6,1.4,0.9,1.6,0.854,0.5,1.6,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.309,0.000,10.7,14.6,6280,18170
6280,18170,20200423,0.0,0.6,15.0,2.5,9.491,3109.5,1649.3,87.0,2.8,2.7,-2.2,0.850,0.5,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.309,0.000,12.2,18.2,6280,18170
6280,18170,20200424,0.0,0.0,15.9,1.8,8.185,2821.4,2427.8,71.6,3.9,4.1,-3.9,0.836,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.308,0.000,11.7,20.8,6280,18170
6280,18170,20200425,0.0,0.2,15.8,1.7,7.038,2728.1,2487.2,63.6,4.4,4.8,-4.2,0.818,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.305,0.000,11.6,23.1,6280,18170
6280,18170,20200426,0.0,5.9,15.7,1.8,8.775,2986.1,1643.5,78.5,3.0,3.2,2.9,0.807,0.5,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.302,0.000,10.6,23.6,6280,18170
6280,18170,20200427,0.0,9.7,14.5,4.1,9.216,3006.1,801.7,87.8,1.7,1.8,8.0,0.820,0.5,0.9,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.303,0.000,13.1,18.6,6280,18170
6280,18170,20200428,0.0,0.6,13.7,4.0,7.218,2939.6,1602.2,72.6,3.4,3.6,-2.8,0.832,0.5,0.7,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.307,0.000,11.3,18.7,6280,18170
6280,18170,20200429,0.0,0.1,15.2,2.5,7.168,2663.7,2253.9,65.5,3.6,4.1,-3.5,0.817,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.305,0.000,11.2,20.3,6280,18170
6280,18170,20200430,0.0,0.5,14.5,2.2,7.335,2810.0,1198.5,69.9,2.2,2.4,-1.7,0.806,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.302,0.000,12.2,18.3,6280,18170
6280,18170,20200501,0.0,2.3,14.7,4.3,8.663,2954.9,879.0,80.3,1.7,1.5,0.6,0.799,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.300,0.000,9.3,18.1,6280,18170
6280,18170,20200502,0.0,2.4,16.7,6.2,9.843,3182.3,922.4,80.7,2.3,2.7,0.1,0.802,0.5,0.4,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.300,0.000,15.0,19.8,6280,18170
6280,18170,20200503,0.0,0.0,18.9,3.5,9.336,2877.0,2814.7,67.5,4.8,5.6,-4.8,0.785,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.300,0.000,15.6,22.8,6280,18170
6280,18170,20200504,0.0,0.0,18.9,3.4,9.652,2898.9,2573.9,69.8,4.5,5.1,-4.5,0.765,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.297,0.000,13.9,24.6,6280,18170
6280,18170,20200505,0.0,0.0,20.1,1.6,10.056,3125.3,1922.8,68.0,3.4,4.2,-3.4,0.749,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.294,0.000,15.6,25.5,6280,18170
6280,18170,20200506,0.0,0.0,21.1,2.9,7.335,2835.6,2842.4,47.3,5.7,7.0,-5.7,0.728,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.291,0.000,16.9,26.5,6280,18170
6280,18170,20200507,0.0,0.0,18.1,2.8,8.475,2753.3,2972.4,64.3,4.1,6.0,-4.1,0.709,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,16.2,23.1,6280,18170
6280,18170,20200508,0.0,0.0,17.3,4.1,8.849,2796.1,2840.0,70.8,3.7,5.2,-3.7,0.692,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.285,0.000,13.7,21.9,6280,18170
6280,18170,20200509,0.0,3.5,15.2,4.5,9.648,3037.2,1608.0,87.1,2.0,2.6,1.5,0.685,0.5,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.282,0.000,14.4,17.1,6280,18170
6280,18170,20200510,0.0,78.0,14.1,5.2,10.040,3355.9,543.9,97.3,1.9,0.8,76.1,0.806,0.6,6.9,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.282,0.000,12.8,15.2,6280,18170
6280,18170,20200511,0.0,21.2,12.5,4.9,8.553,3212.8,646.9,92.0,2.3,1.2,18.9,0.968,0.7,7.3,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.321,0.000,11.5,14.1,6280,18170
6280,18170,20200512,0.0,1.8,14.8,2.5,8.113,2918.8,1525.5,75.6,2.7,3.0,-0.9,0.970,0.9,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.329,0.000,11.9,19.4,6280,18170
6280,18170,20200513,0.0,9.3,15.2,2.0,9.929,3326.9,784.8,89.6,2.2,1.6,7.1,0.972,0.9,1.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.327,0.000,12.1,18.6,6280,18170
6280,18170,20200514,0.0,5.3,13.9,1.5,9.021,3107.8,1207.5,88.5,2.4,2.1,2.9,0.975,1.0,0.7,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.329,0.000,11.6,18.3,6280,18170
6280,18170,20200515,0.0,3.9,14.7,1.4,9.034,3169.1,1105.1,84.5,2.3,2.1,1.6,0.975,1.0,0.7,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.329,0.000,10.5,19.1,6280,18170
6280,18170,20200516,0.0,0.8,15.1,3.3,8.464,2949.9,934.4,77.8,2.0,1.9,-1.2,0.965,1.1,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.328,0.000,12.3,17.9,6280,18170
6280,18170,20200517,0.0,0.0,16.7,4.9,6.957,2639.2,3126.5,58.0,5.9,6.2,-5.9,0.939,1.1,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.326,0.000,13.8,20.1,6280,18170
6280,18170,20200518,0.0,0.0,18.8,3.7,7.403,2695.3,3067.4,53.9,6.0,6.4,-6.0,0.908,1.0,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.321,0.000,14.1,23.5,6280,18170
6280,18170,20200519,0.0,0.0,20.0,4.2,7.952,2787.8,3151.1,53.1,6.2,7.1,-6.2,0.877,1.0,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.316,0.000,16.4,24.0,6280,18170
6280,18170,20200520,0.0,0.0,22.6,2.7,7.423,2822.5,3160.9,42.7,6.8,7.6,-6.8,0.845,0.9,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.311,0.000,17.0,27.6,6280,18170
6280,18170,20200521,0.0,0.0,23.8,2.4,9.930,2942.2,2908.1,52.9,5.7,6.8,-5.7,0.816,0.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.306,0.000,19.7,28.4,6280,18170
6280,18170,20200522,0.0,0.0,23.1,1.6,11.663,3076.9,3029.4,65.3,5.3,6.4,-5.3,0.791,0.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.301,0.000,18.9,28.3,6280,18170
6280,18170,20200523,0.0,0.0,17.8,4.4,9.847,3045.2,1768.3,74.9,3.1,4.1,-3.1,0.773,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.297,0.000,17.5,21.1,6280,18170
6280,18170,20200524,0.0,0.0,18.0,3.3,6.278,2621.9,3224.0,49.6,5.3,6.8,-5.3,0.751,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.295,0.000,12.6,23.7,6280,18170
6280,18170,20200525,0.0,0.0,19.7,1.5,7.355,2758.6,3150.9,50.9,4.9,6.2,-4.9,0.729,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.291,0.000,13.8,24.4,6280,18170
6280,18170,20200526,0.0,0.0,22.5,3.5,7.974,2809.1,3244.1,46.5,5.5,7.9,-5.5,0.705,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,17.4,28.1,6280,18170
